20191026,渝北,石子山,冉家坝 天邻风景 精装三房 视野开阔 采光很好 大阳台,135万,低楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 110平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-06d12ee0-2e39-44cb-bae6-6ddc672c80cc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,江北区龙湖源著北区 装修四房 看公园,345万,中楼层(共33层)                                                    | 2011年建 |                                 4室1厅 | 172.34平米                                  | 西北,https://ke-image.ljcdn.com/500000-inspection/prod-ebc7f0db-d183-4599-9a67-c8f6614b2600.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,清水叠拼别墅，配套成熟，改动性大，通透户型,300万,中楼层(共7层)                                                    | 2019年建 |                                 4室2厅 | 135平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-e7130903-f2ba-4b64-8ca5-df0f8c468f04.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著三期精装单配，朝南采光好，安静好出租,83.5万,低楼层(共39层)                                                    | 2015年建 |                                 1室0厅 | 52平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-f373b9cd-1ecf-4b4c-9f39-2eec381fdd1d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区 清水三房 楼层适中龙湖物业 住家舒适,265万,低楼层(共33层)                                                    | 2011年建 |                                 3室2厅 | 139.78平米                                  | 东北,https://ke-image.ljcdn.com/500000-inspection/prod-f2838f7a-dc5a-4946-bad3-3b65d18cd1e5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝 正规大三房 朝东看中庭 住家安静 拎包入住,205万,中楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 150.78平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-c2c03c4d-4ea8-4b9d-b450-ccd5a33f1767.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,江北区龙湖源著北区 装修三房 横厅 带双阳台,310万,低楼层(共33层)                                                    | 2011年建 |                                 3室1厅 | 140.42平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_FwWRHw2cS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区 清水三房 *性大 视野广,240万,高楼层(共33层)                                                    | 2011年建 |                                 3室2厅 | 120.36平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/prod-c0a2fb7e-ba61-43fd-82fc-c512ac3c650a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,精装一改二，满2无增值税，业主诚心出售。,115万,低楼层(共39层)                                                    | 2015年建 |                                 2室1厅 | 58.43平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/prod-f84b4f81-f096-477f-a674-0c1d8c845503.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,精装两房 住家装修  安静 拎包入住,135万,低楼层(共32层)                                                    | 2008年建 |                                 2室2厅 | 86.3平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/prod-5b85a842-7d01-4068-857a-25561aa3a975.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,清水洋房，户型方正，带露台阳台花园,330万,低楼层(共6层)                                                3室1厅 | 124平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_SX4cSBKRi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,两江春城春玺苑 中户1楼带140平方米的花园 没有车库,300万,低楼层(共7层)                                                    | 2016年建 |                                 4室2厅 | 158.86平米                                  | 东 西,https://ke-image.ljcdn.com/500000-inspection/prod-7aae524b-233a-4d9c-a0bb-964092ef5c42.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,大面积 总价低 地段优  诚心出售看房方便,188万,高楼层(共32层)                                                    | 2008年建 |                                 5室2厅 | 159平米                                  | 西北,https://ke-image.ljcdn.com/500000-inspection/pc1_LpbgOKSXs_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,此房满5年，业主诚心出售。户型方正  楼层适中。,146万,低楼层(共31层)                                                    | 2008年建 |                                 3室1厅 | 110平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/pc1_SNNTvLCuQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著南区精装大两房+中间楼层+朝南采光好,195万,中楼层(共32层)                                                    | 2012年建 |                                 2室2厅 | 94.23平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_PFEMC3a0U_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,此房满两年住家装修大三房视野好可以拎包入住。,165万,低楼层(共27层)                                                    | 2005年建 |                                 3室2厅 | 140.95平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-1489c244-6ad1-416d-a3fd-8b583f2b4d79.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,北岸新洲 2室2厅 南,145万,中楼层(共27层)                                                    | 2008年建 |                                 2室2厅 | 98平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-f5e24b68-7792-42c1-b889-1af54323a5ea.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,精装大三房 户型方正 视野开阔 住家安静,185万,中楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 125平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-4a66a21c-0cf6-4889-9a90-d875cabb1c8f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,精装两房 户型方正 出们就是体育公园 出行方便,150万,低楼层(共27层)                                                    | 2008年建 |                                 2室2厅 | 103平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-b9aab5bc-18ed-48b9-84f9-764f0fb2ab07.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,两江春城清水中户顶跃 安静 可隔三层楼 实得面积大,360万,高楼层(共7层)                                                    | 2016年建 |                                 6室2厅 | 181.57平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-645c98e6-9a4d-4bb8-bbd4-2ceaf5431c1c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝 次新楼盘 精装洋房 端户底跃 有地下室+花园,500万,低楼层(共6层)                                                    | 2014年建 |                                 5室2厅 | 173.21平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-54b39ff8-2c13-4817-a253-4797b95e64ea.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖原著南区 清水三房 户型方正 采光好,198万,高楼层(共32层)                                                    | 2012年建 |                                 3室2厅 | 90.54平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-105bb3b5-a647-4560-8652-1876402a6f83.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著三期 朝西 清水一改二 证在手,110万,低楼层(共39层)                                                    | 2015年建 |                                 2室1厅 | 58平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/prod-9531d9df-b103-4c62-a95e-46bc4f375b99.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,石子山公园畔 北岸新洲  一室一厅 朝中庭 星光,98万,中楼层(共27层)                                                    | 2008年建 |                                 1室1厅 | 55.91平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/prod-b8682e4f-45bf-4393-90ac-2082af84a432.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,急急急 带星GUANG指标 北岸新洲 经典清水三房双卫,155万,低楼层(共11层)                                                    | 2008年建 |                                 3室2厅 | 116平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_MqHtcNLK7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天街+轻轨房、大两房、中楼层、,200万,中楼层(共32层)                                                    | 2012年建 |                                 2室2厅 | 94平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-337921ed-f7f5-4749-9d19-297bee1cb7be.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,两江春城精装三房，住家装修，拎包入住,225万,低楼层(共33层)                                                    | 2016年建 |                                 3室2厅 | 98.36平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/pc1_gjd44AmJQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝3房2卫带衣帽间清水出租安静位置好有天街公园,168万,中楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 125平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-05057ba4-ad50-4655-bcf0-b3028c3e4eb1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,此房满两年，保持较好，楼层不高，视野不错看中庭。,210万,低楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 134平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-bf62a856-4bfd-4278-9d91-d5a2d6b356d1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,江北区 两江春城麓府 近轻轨 清水 住家安静,250万,高楼层(共6层)                                                    | 2018年建 |                                 3室2厅 | 105.79平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-c12c2a15-a437-4977-9eb7-1995a881b26d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,春麓苑顶跃洋房 近轻轨近天街 双三甲医院,420万,高楼层(共6层)                                                    | 2014年建 |                                 4室2厅 | 168.68平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-e9b24b75-85b5-4b6c-9bf5-58ff8f4c8543.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,盘溪路龙湖源著北区精装修四房双卫，带家具家电出售。,360万,中楼层(共8层)                                                    | 2011年建 |                                 4室2厅 | 147.45平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-32b7bc0c-cdfa-4318-bd30-b883f72f08d1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
